create_date,name,sex,review,rate,market
2026-02-04,Кирилл,мужской,"Достоинства: До этой, довольно спонтанной покупки, которую посоветовала подруга жены, всегда покупали гель для мытья посуды другого российского производителя. Скачать, что оно чем-то сильно радикально лучше не могу, но с учетом стоимости за 5 литров, цена более, чем по приятная. С учетом вышеуказанных фактов, рекомендую данное моющее средство к покупке
Недостатки: Явных недостатков у этого геля на мой взгляд нет, но радикально от других известных производителей, на мой взгляд, он ничем не отличается. Берет только адекватной ценой из-за объёма.
Комментарий: Рекомендую к покупке, разочарованы точно не будете",5.0,Я.Маркет
2026-02-09,Tamara,неизвестно,"Достоинства: Большая емкость с удобной ручкой. Неяркий аромат, не вызывает аллергию у меня. Жидкость прозрачная, достаточно вящкая, но не сильно Густая, что надо. Часть геля развожу в диспенсере и мою слегка загрязненные игрушки детей. Отмывает жир на посуде даже в чуть тёплой воде. Подходит для мытья детских игрушек из пластмассы, рекомендую.
Недостатки: не нашла",5.0,Я.Маркет
2026-02-25,Юлия,женский,"Достоинства: Всё. Цена, качетво!
Недостатки: Нет вообще
Комментарий: Я фанат синергетика! Это лучшие средства!!! Я для посуды раньше брала апельсиновый, очень приятный и ненавязчивый запах, не резкий и тут попробовала гранат. Это потрясающе! Такой приятный и нежный аромат! Всегда мыла раньше посуду в перчатках, с появлением в моей жизни этой фирмы, я забыла о них! Не сушит кожу! Приятно пахнет не только посуда, но и руки! Только восторг и только положительные отзывы! Советую от души!",5.0,Я.Маркет
2026-04-26,.,неизвестно,"Достоинства: Смывается, почти без запаха
Недостатки: Может быть, расход
Комментарий: По опыту работы няней в детском саду, могу сказать, что мыть можно любым средством для посуды, почти у всех концентрация ПАВ одинаковая. Главное, КАК вы ее моете. Мы добавляли колпачок средства (5 мл) на раковину, затыкали ее пробкой, и добавляли максимально горячей воды. Естественно, перчатки. По санпину рекомендован гель Прогресс, он жидкий, как вода и концентрация там маленькая, так что надо было добавлять в 2 раза больше. Особого смысла в этом нет, да и не было его никогда, приходилось покупать самим, так что у меня была возможность поэкспериментировать. Хуже всего оказались Фэйри и Сорти, в горячей воде выделялась какая-то дрянь, от которой у меня болела голова. Для себя решила, что чем короче состав у средства, тем лучше. Synergistic с алоэ понравился больше всех (были ещё с апельсином и лимоном - эти запахи надоедают со временем) Все он конечно, не смывает, (особо жирную посуду мою порошковой горчицей), тем не менее, средство очень хорошее
...ещё",5.0,Я.Маркет
2025-12-13,Алексеева,женский,"Достоинства: очень хорошо упаковано. средство прекрасное. пользуюсь много лет. не мылит как Ферри, легко смывается, нет противного запаха. читала об этом средстве, что хорошо для тех у кого септики. нет всяких вредных составляющих
Недостатки: за годы использования, не обнаружили
Комментарий: очень хорошо упаковано. средство прекрасное. пользуюсь много лет. не мылит как Ферри, легко смывается, нет противного запаха. читала об этом средстве, что хорошо для тех у кого септики. нет всяких вредных составляющих",5.0,Я.Маркет
2026-04-18,YLBRMCHK,неизвестно,"Достоинства: Пользуюсь Synergetic уже очень давно, и не только для посуды. По моему, это лучшее средство.
Недостатки: Заказываю не первый раз Synergetic, но конкретно в данный заказ мне гель не понравился, потому что он слишком жидкий. По консистенции больше похож на воду, чем на гель. Такое ощущение, что его отлили себе и разбавили остаток. Звезд не снимаю, потому что так и не поняла, может гель что-то поменял и теперь он такой будет или при доставке кто-то попался недобросовестный. Но думаю, что это не вопрос к продавцу. Хотелось бы, конечно, понимать почему так.",5.0,Я.Маркет
2025-10-11,Алексей,мужской,"Достоинства: хорошо отмывает, обладает приятным лёгким запахом, не сушит кожу
Недостатки: не так сильно пенится как другие
Комментарий: до этого пользовались средством в жёлтой упаковке с зайчиком. решили попробовать синергетик. очень понравилось. имеет приятный несильный запах, кожу на руках не сушит. не так хорошо пенится как с зайчиком, но все отмывает. на посуде не остаётся. пробовали разные ароматы, остановились на этом. большая экономичная канистра гораздо выгоднее . переливаем в 0.5л пустые бутылки этого же средства - у них очень классные дозаторы - уже 8я заливка - а дозатор как работал так и работает и отлично тянет жидкость",5.0,Я.Маркет
2025-11-12,Анна,женский,"Достоинства: Запах на мой вкус очень приятный. Посуду моет хорошо, даже в холодной воде. Отлично пенится. Легко смывается.
Недостатки: нету
Комментарий: у меня руки очень капризные, от других популярных марок моющих средств кожа рук раньше после мытья посуды была сохнущая и обезвоженная... а вот от Синергетика такого нет. Крем для рук простаивает в ожидании. Очень этому рада, и всем советую.",5.0,Я.Маркет
2025-07-15,Arth'axx,неизвестно,"Достоинства: Неплохо пенится, довольно легко смывается, приятно пахнет, применимо и к другим продуктам компании SYNERGETIC. В основном оценка за находку (с некоторых пор оказалось, что 1 раз купить балон 5л дешевле, чем 5 раз бегать в фикс прайс за АОСом по 1л).
Недостатки: Цена растет :)
Комментарий: часто можно найти на яндексе и озоне за подешевле, но нужно следить за ""акциями"" или ""крутить призы за монетки"", и.т.п.",5.0,Я.Маркет
2026-03-27,Наталья,женский,"Достоинства: приятный аромат, нежная текстура и пена. посуду отмывает. давно пользуюсь средством для мытья посуды этого бренда, правда гель бальзам заказала впервые на пробу. мне понравился. нравится то, что средство хорошо смывается с посуды. ну и я надеюсь, что оно действительно биоразлагаемое и не содержит вредных компонентов для природы.
Недостатки: на жирные сковороды и кастрюли нужно побольше средства, чтобы промыть
Комментарий: покупаю средства канистра и, т.к это более экономно. ну и не нужно думать постоянно об этом. купил и забыл на полгода точно.",5.0,Я.Маркет
2026-02-25,Вера,женский,"Достоинства: Больше всего в нем нравится, что он хорошо смывается и не оставляет запаха. Отдушка ненавязчивая, приятна. Беру не в первый раз. Продавцу спасибо за дополнительную упаковку в виде пленки.
Недостатки: Не такой эффективный как мог бы быть. На жирной посуде иногда нужно мыть два раза. Но так или иначе все отмывает.",5.0,Я.Маркет
2026-04-06,Людмила,женский,"Достоинства: Хорошее средство, большой объём позволил забыть на пол-года о необходимости пополнять - очень удобно.
Недостатки: Нет.
Комментарий: Объём большой, регулярно приходилось переливать во флакон этого же производителя меньшего объёма. Главное, было из чего переливать, кстати, он очень густой, перетекал медленно.",5.0,Я.Маркет
2025-12-09,Елена,женский,"Достоинства: Большой объем, хорошо пенится
Недостатки: Упаковка была вскрыта, жидкость немного пролита и не очень приятный запах
Комментарий: Гель пришел упакован в пленку, причем видно, что пленку перемотали. Дозатор был в рабочем положении, в нем была жидкость для посуды, и сам флакон был не полный. Запах не понравился, но сама жидкость хорошо пенится",5.0,Я.Маркет
2025-09-24,Екатерина,женский,"Достоинства: умеренно пенится и смывается, приятный запах, не остаётся разводами на прозрачной посуде, не сушит кожу рук, экологичный, большой объем, хорошо отмывает жир
Недостатки: высокая вертикальная бутылка с узким основанием легко переворачивается - для меня была бы удобней коренастая ""бочечка"", но это уже вкусовщина и мои кривые ручки :)
Комментарий: взяла на пробу, раньше нравились другие от синергетик. этот тоже приятный, ненавязчивый. хорошее средство за малые деньги, рекомендую.",5.0,Я.Маркет
2026-03-21,Надежда,женский,"Достоинства: Густой гель, большой канистры хватает на очень длительное время. Ароматный, хорошо пенится и смывается.
Недостатки: Цена, мне кажется, за последнее время сильно подскочила.
Комментарий: Вообще средство отличное, уже не первый год пользуюсь. Перепробовала все ароматы, больше всего нравится гранат и арбуз.",5.0,Я.Маркет
2025-10-01,татьяна,женский,"Достоинства: ну о товаре любом этой марки можно вообще не писать,все его знают.Натурально,отлично всё и всегда отмывает,хорошо смывается и выполаскивается и отстирывается.Я аллергик со стажем,все эти средства мне отлично подходят,пользуюсь давно,рекомендую всем и всегда,очень довольна Я,мои друзья,родные и близкие,и,конечно,соседи.Спастбо!",5.0,Я.Маркет
2025-08-22,Алена,женский,"Недостатки: продавец вроде и упаковал хорошо, но протекло
Комментарий: Заказала много средств синергетик, т.к. нужна химия подходящая для септиков. Посуду руками не мою, но средство для мытья посуды все равно имею. запах нормальный, как моет не знаю, но, вроде как не особо хорошо пенится. Это нормально для такого средства, т.к. в нем нет агрессивных пенообразователей, малое количество пены не значит что средство не работает. Упаковано было хорошо, но протекло миллилитров 20, для меня это не критично, но продавцу стоит обратить внимание на это и, возможно, подумать о другом способе упаковки",5.0,Я.Маркет
2025-11-14,Alla,неизвестно,"Достоинства: Со своей задачей справляется хорошо.
Недостатки: Не очень удобно наполнять небольшую ёмкость из-за густой консистенции и тяжёлой канистры.
Комментарий: Большая канистра, густая консистенция геля, моет хорошо. Немного разбавляем в промежуточной посуде, чтобы затем наполнить дозатор моющего средства. Использую воронку. К покупке рекомендую!",5.0,Я.Маркет
2025-12-12,Екатерина,женский,"Достоинства: цена- качество
Недостатки: их нет
Комментарий: давно пользуюсь данными гелями для мытья посуды, нареканий никаких. ожидала цвет как на картинке, но гель оказался белого цвета. запаха специй и граната не почувствовала, для меня это не является минусом. пенится как всегда отлично, расход минимальный. спасибо. рекомендую к покупке",5.0,Я.Маркет
2025-10-20,ИГОРЬ,мужской,"Достоинства: цена-качество,экологически чистый продукт не засоряет природу.большая упаковка очень выгодная.и запах спелого сочного арбуза придает процессу мойки посуды хорошее настроение
Недостатки: недостатков не нахожу.уже давно пользуюсь этим средством и продуктами этого бренда все устраивает
Комментарий: все рекомендую пользоваться бытовой химией этого бренда.за много лет себя зарекомендовали с положительной стороны.качество не теряется.это очем то уже говорит.",5.0,Я.Маркет
2026-03-26,Наталья,женский,"Достоинства: Отличный гель для мытья посуды ,только эту фирму и берём ,очень нравится . Этот аромат взяли первый раз и не прогадали,очень приятный,ненавязчивый. Упаковка отличная,крышка закрыта хорошо,муж еле открыл ,еще и пленка фольга плотная ,не протечет совершенно точно.",5.0,Я.Маркет
2025-07-20,Irens,неизвестно,"Достоинства: без отдушки, безопасный для детской посуды, хорошо пенится
Недостатки: не совсем удобный дозатор
Комментарий: брала для детской посуды и игрушек пенится хорошо и смывается тоже, запаха нет что отлично, искала именно такое средство. до этого брала в супермаркете по такой же цене гель другой фирмы, но только объем был меньше. Раньше покупала обычное средство для посуды синергетик и там был дозатор с округлой кнопочкой он был удобный, здесь же длинный и тонкий рука часто соскальзывает из этого, но это всё мелочи данный момент это чисто моё предпочтение и на качестве товара никак не отражается.",5.0,Я.Маркет
2026-01-13,Bkkosmetika,неизвестно,"Достоинства: гель качественный
Недостатки: помятая бутылка , еле открыла
Комментарий: на яндексе второй раз заказываю моющее в большом объёме, приходит качественный товар, упакован , сразу можно понять, что не подделка и не разбавлен, только вот доставка хромает, бутылка пришла помятая, там где крышка, с трудом открыли.",5.0,Я.Маркет
2026-06-09,Светлана,женский,"Достоинства: Хорошо упакован. Быстро доставлен. Мне вообще нравится продукция этого производителя. Цена вполне приемлемая (попала на распродажу). Благодарю.
Недостатки: Для меня нет.
Комментарий: Много сказать не могу. Этот пока не использовала. Просто пользовалась раньше этими средствами. Очень нравилось. Могу порекомендовать средство от жира и нагара. Просто сказка. Но, в перчатках!!!",5.0,Я.Маркет
2026-01-27,Диана,женский,"Достоинства: Приятный запах, небольшой расход, хорошо пенится
Недостатки: нет
Комментарий: Покупаю уже не первый раз, брала и с травами, и нейтральный, и теперь яблоко - для меня все одинаково хороши и приятны на ощупь и запах. Отмывают посуду отлично. Очень нравится формат 5л - переливаю в дозатор (специально подбирала без горла - чтобы видеть сколько его и наливать удобно было). Получается очень дёшево за шикарное средство",5.0,Я.Маркет
2026-01-01,LVV,неизвестно,"Достоинства: Хорошо очищает посуду, большой объем, экономный расхода, хорошая цена по акции.
Недостатки: Нужно искать более мелкую емкость для ежедневного использования, из канистры не удобно, мягко говоря.
Комментарий: Этот гель-бальзам для мытья посуды моет не хуже других известных брендов при сопоставимом расходе.",5.0,Я.Маркет
2025-10-12,Мой,мужской,"Достоинства: эффективное, вкусно пахнущее, экономичное
Недостатки: нет
Комментарий: Купил протестировать. результат превзошёл все ожидания. движение губкой - тарелка чистая. Жирные кастрюли, и прочее, все быстро отзывается, с меньшим расходом моющего средства. пользовался до этого, по-старинке - Фе**ри (не подумайте, что Феррари))). Реально результат показал, что это средство круче в разы. рекомендую к покупке однозначно. и аромат по кухне очень приятный!",5.0,Я.Маркет
2026-02-17,Имя,женский,"Достоинства: Есть
Недостатки: Нет
Комментарий: Хорошей гель, пользуемся данной фирмой давно , приятный запах , очень удобен в использовании , для меня как для аллергика самое лучшее средство, хорошо промывает посуду и не опасен для детского здоровья, моем им бутылочки и игрушки. К покупке рекомендую. 🔥",5.0,Я.Маркет
2026-01-09,Олег,мужской,"Достоинства: Заказываем регулярно моющие от этого производителя, всё отлично!
Комментарий: Хорошо что приехала всё целое, обычно пупырку всегда упаковывают или в коробку, здесь просто стрейч. может и к лучшему что в стрейче и видно что это, если бы была в коробке могли бы бросать на неё что угодно.",5.0,Я.Маркет
2026-06-03,Ирина,женский,"Достоинства: Хорошее средство. Всегда этого производителя покупаем, другие не приживпбтся у нас. Это средство хорошо моет посуду, хорошо смывается водой, приятный аромат
Недостатки: Нет
Комментарий: Спасибо за качественный товар, бережную упаковку, быструю доставку.",5.0,Я.Маркет
2026-03-23,Евгений,мужской,"Достоинства: Однозначно удобный дозатор и приятный аромат. Гель содержит антибактериальную формулу.
Комментарий: Отличный товар! Synergetic Антибактериальный гель для мытья посуды Сочный арбуз с дозатором, 0.5 л - это качественный гель для мытья посуды, который обладает приятным ароматом сочного арбуза и обеспечивает эффективное очищение. Гель с удобным дозатором, что позволяет экономить средство и упрощает процесс мытья посуды. Приятный аромат и эффективность очистки делают Synergetic гель для мытья посуды отличным выбором для любого дома. Цена на Яндекс Маркете у данного продавца является очень привлекательной.",5.0,Я.Маркет
2025-12-14,Оксана,женский,"Достоинства: Мой любимый гель. Пользуюсь только им. Идеально подходит для разного рода уборки. Большой объем и экономичный расход.
Комментарий: Использую не только по назначению. Добавляю в воду при мытье окон, стен, полов, машины, обуви. Прекрасно растворяет грязь и не оставляет разводов на поверхностях.",5.0,Я.Маркет
2026-04-21,Наталья,женский,"Достоинства: Мне с чувствительной кожей и аллергией, подходит хорошо. Эту линейку выбираю всегда.
Недостатки: Дозаторы стали редкость.
Комментарий: Не поняла, почему так взлетели цены, может производитель решил отпугнуть этим часть покупателей и перейти в разряд элитных. Мне нравилось думать, что отечественный производитель и достаточно хорошего уровня товары, не задирает цены для своих.",5.0,Я.Маркет
2026-01-11,Леся,женский,"Достоинства: Беру не в первый раз. лично мне подходит отсутствие яркой отдушки и красителя, кожа рук не пересушивается. пробовали других производителей с аналогичными заявленными составляющими, но лучше Синергетик пока не нашли. Оптимальное соотношение цена-качество, да в большой упаковке тем более: купил и на пару- тройку месяцев забыл об этой статье трат.
Недостатки: не обнаружили за последние 4 года",5.0,Я.Маркет
2026-02-05,Iris,неизвестно,"Достоинства: Это супергель! Все отлично отмывает, очень приятный аромат!
Комментарий: Недавно открыли для себя это чудесное моющее средство! Всем рекомендую! Руки не сушит, аромат очень приятный, качественная упаковка, что говорит о том, что производитель заботится о покупателях!",5.0,Я.Маркет
2026-01-04,Мариана,женский,"Достоинства: всё отлично 👌 на все 💯💯💯
Недостатки: нет ⛔⛔ всё хорошо
Комментарий: Пункт выдачи заказов отличный 👍👍 сотрудник вежливый во всём помогает ,спасибо большое сотруднику пункта выдачи,вежливые очень и внятное обслуживание рекомендую всем 👍👍 знает свою работу на все 💯💯💯 Спасибо большое!!!)))",5.0,Я.Маркет
2026-04-29,Алексей,мужской,"Достоинства: Хороший гель, отмывает неплохо (сильно загрязненную посуду пока не пробовали мыть), пенится тоже хорошо, довольно густой.
Недостатки: Замечание не по продукту, а к самой его упаковке и доставке, заказывали два раза, и оба раза он протекал. Первый раз было обёрнуто в пузырчатую пленку, видно было что дозатор прожался и средство начало протекать, когда заказывали во второй раз, саму бутылку вобще ни во что не завернули, она снова протекла, а т.к в посылке были и другие товары, то средство испачкало и их. Хорошо что другие товары были в собственной упаковке, постадала только она.",5.0,Я.Маркет
2026-03-10,Ольга,женский,"Достоинства: Нейтральный аромат, достаточно густая консистенция, хорошо пенится
Недостатки: -
Комментарий: Полностью перешла на бытовую химию в канистрах. Может конечно мне так кажется, но всё что продаётся в маленькой таре в рознице - как будто водой разбавленное. Здесь же и консистенция средства другая, более густая, и расход меньше, и пенится лучше. А еще в марте у меня встала повышенная скидка на Синергетик - так еще и цена сказка вышла. Моет в любой воде начисто, быстро смывается, не оставляя пленки.",5.0,Я.Маркет
2026-05-02,Виктория,женский,"Достоинства: хорошее средство,не химический состав мягкий и деликатный, запах приятный, игрушки детские можно в нём стирать,безопасен для всего что требуется отмыть или оттереть
Недостатки: никаких
Комментарий: кожа рук не страдает не сушит ,у кого есть аллергия абсолютно безопасен состав, хорошо и быстро моет посуду и плиту тоже отмывает не портя поверхность, спасибо Яндекс",5.0,Я.Маркет
2025-12-10,Anna,неизвестно,"Достоинства: Густой, кремообразный, приятный аромат. Цена порадовала
Недостатки: Пришел с отломанным дозатором. Доставка задержалась на день.
Комментарий: В целом довольна самим товаром, но не сервисом. Виноватого в сломанном дозаторе уже не найти, но осадочек остался. Увы, никто не застрахован от такого.",5.0,Я.Маркет
2026-01-28,Анатолий,мужской,"Достоинства: Достаточно хороший,ароматный, объёмный и густой гель,не очень дорогой.Хорошо пениться и смывается.Имеет дозатор.
Комментарий: С женой разошлись во мнениях,ей показалось не удобно с дозатором,по мне так наоборот удобно и экономично,дозировка по капле,решайте сами.",5.0,Я.Маркет
2025-09-13,Софья,женский,"Достоинства: Пользовалась раньше этим средством, но с ароматом арбуза, все отлично, 1л на двух человек хватило на полгода
Недостатки: Запах ну не особо похожий на алое, но в целом нормальный. Лично мне в их линейки ужасно не нравится отдушка Апельсина, прям аж выворачивает
Комментарий: Доставили в целости и сохранности, 5л, ничего не пролилось, есть защита металлическая + кольцо на крышке, просто так его не откроешь, мне потребовались ножницы",5.0,Я.Маркет
2025-12-16,Наумова,женский,"Достоинства: Удобная канистра
Недостатки: Нет
Комментарий: Всегда беру канистру, хватает на долго. Раньше брала литровую бутылку, потом понравилось, сейчас переливаю туда, когда заканчивается. Гранат ещё не заказывала, но думаю что такой же как и другие фрукты. Пользуюсь этой маркой лет 5 и не меняю",5.0,Я.Маркет
2026-05-29,Евгений,мужской,"Достоинства: Запах моющего средство понравился. Как и написано в название сочное яблоко. Моет хорошо по сравнию с другим моющими средствами лучшее.
Недостатки: нет
Комментарий: В дальнейшем планирую пользоваться от данных производителей продукцией.",5.0,Я.Маркет
2025-11-13,Валерия,женский,"Достоинства: скорость доставки, функциональность, внешний вид, запах
Недостатки: не выявлено
Комментарий: Средство огонь! мылиться, сильно пенится,расход при этом минимальный. легкий, но приятный аромат. моет хорошо и чисто, жир смывает на раз. приятно порадовала цена данного геля, учитывая как он хорош",5.0,Я.Маркет
2026-01-15,Павел,мужской,"Достоинства: Объем\цена супер 5л за 500р расход не особо экономный, и пена не такая обильная как например у разрекламированных средств, зато в раковине не скапливается.
Недостатки: Тензиты (маркетинговое название, которое скрывает все тот же ПАВ)– полученные из растительного сырья они относятся к группе лишь условно безопасных, то есть, способных при высокой концентрации оказывать неблагоприятное воздействие на печень, репродуктивную функцию, ЦНС, кожные и слизистые покровы. Кроме тог, в экологически безопасных средствах содержание анионных ПАВ не должно превышать 5%, а тут от 5-15%.
Комментарий: Это средство я считаю меньшим из зол. Да, в нем есть тензиты (ПАВ), но если посмотреть составы популярных средств, то там химии еще больше.",5.0,Я.Маркет
2026-03-19,Alexandra,неизвестно,"Достоинства: Без запаха, густой, экономичный.
Комментарий: Это не обычный гель для посуды. У него необычный очищающий эффект, он более густой и пенистый и посуда после него как будто скрипит. Возможно изза глицирина в составе. Кожа действительно как будто бы не сушится после мытья. Но не смотря на это смывается гель хорошо, без проблем обычным споласкиванием. У нас септик, поэтому пользуемся только продукцией Синергетик, очень довольна всегда их качеством и цена приемлемая.",5.0,Я.Маркет
2025-08-20,Юлия,женский,"Достоинства: Хорошо отмывает посуду, приятный запах, хорошо смывается.
Недостатки: Нет
Комментарий: Очень нравится данное средство для мытья посуды, особенно ароматическая композиция - ненавязчивая, не остается на пластиковой посуде для свч. Приобрела в макси формате, чтобы не бегать по городу в поисках именно этого аромата.",5.0,Я.Маркет
2025-11-24,Дина,женский,"Достоинства: Качество товар отличное, пользуемся постоянно, спасибо производителю!
Комментарий: Дозатор был сломан, причем на дозатор была наклеена этикетка со штрих кодом, флакон запаян в пакет, пакет не был вскрыт, обломки от дозатора в пакете отсутствовали. Обнаружили уже дома,",5.0,Я.Маркет
2026-02-06,Tanitriell,неизвестно,"Достоинства: Цена/качество, густой, приятный нейтральный запах, отлично пенится и хорошо смывается
Недостатки: Для меня их нет
Комментарий: Много я средств для мытья посуды за последние 2 года протестировала в поисках идеального для себя варианта, в итоге остановилась на этом. Меня по качеству полностью устраивает. Единственное, подбешивает ценообразование на этот товар на маркетплейсах, разница в стоимости с разбросом в неделю может достигать 2-3 раза, но это касается небольших объемов (0,5 и 1л)",5.0,Я.Маркет
2026-03-29,Фёдор,мужской,"Достоинства: Большая упаковка и от этого вдвое дешевле цена за литр.
Недостатки: Никаких недостатков не обнаружено.
Комментарий: Пользуюсь с удовольствием. Пополняю маленькую бутылочку с помпой, что очень удобно. Купил один раз, а пользуюсь больше года. 👍",5.0,Я.Маркет
2025-12-24,Алексей,мужской,"Достоинства: Хороший, качественный вроде. Первый раз покупаю.
Недостатки: Не вижу пока. По крышкой, защитный клапан, это большой плюс...
Комментарий: Спасибо, за доставку яндекс маркету! Посмотрим как будет пенится и справляться в холодной воде. Брал по акции цена вроде нормальная...",5.0,Я.Маркет
2026-06-05,Марина,женский,"Достоинства: Цена, пена, чистящее свойство, быстро смыкается водой
Недостатки: Срок хранения всего 1 год с даты производства.
Комментарий: Не рискнула покупать 2 бутылки по 5л , хотя было выгоднее, просто побоялась что не успею использовать, а вдруг дате производства уже пол года есть? По итогу средство было изготовлено 7 марта 2021 года, у меня в запасе ещё 9 месяцев. Кстати, не верю тем кто писал что средство не мылится. Превосходно мылится, одной капли из дозатора мне хватает на полную раковину посуды. И что ещё заметила: водой смывается за секунду и посуда скрипит,не воняет ни чем,в то время как моющее с масс маркета смывала подолгу и все равно посуда пахла химией.Я довольна. Буду заказывать ещё. Советую покупать именно по 5л, выходит ~100р за литр. Вполне адекватная цена за безопасное средство!
...ещё",5.0,Я.Маркет
2026-05-22,Данис,мужской,"Достоинства: отличный гель-бальзам по консистенции, приятный аромат.
Недостатки: надо доработать производителям упаковку, все равно немного , но подтекает при транспортировке, может какое-то стопорное кольцо или ещё что.",5.0,Я.Маркет
2025-10-13,Анастасия,женский,"Достоинства: Замечательное моющее средство!!! Удивило и приятно порадовало :) Отмывает масло, жир с пластика, металла и других поверхностей. Отлично справляется с мытьем санузла, раковин, плитки. Средство подошло в качестве дополнительного к порошку во время стирки (в машинке). Эффект превзошел ожидания: сошли пятна, которые не мог взять порошок, особенно на воротнике и манжетах белого поло!!! При стирке черных вещей этим средством на 30-40 градусах не осталось белых разводов как бывает от порошка. Не пришлось дополнительно поласкать. Мою им фрукты и овощи. Не сушит руки!!! Приятно пахнет ""АлоеВера"" Малый расход!",5.0,Я.Маркет
2025-12-09,Александр,мужской,"Достоинства: Густой,ароматный, с хорошей пеной, сразу появляются юные помощники по тарелочкам,.
Недостатки: Нет, всё устраивает, упаковка,и состав.👍
Комментарий: Главное не сойти с ума о аромата, очень яркий,от аромата прям слюнки идут, не забыть что это для мытья посуды а не сок)))😁😁",5.0,Я.Маркет
2025-08-10,Ирина,женский,"Достоинства: Купила год назад, до сих пор пользуюсь. Но у меня посудомойка. Купила дозатор с пенообразователем. Наливаю половину средства, половина вода, хорошенько встряхиваю и дозатор с пеной хорошо работает. Без разведения при нажатии идет только жидкость а не пена.
Недостатки: Нет, возможно сушит кожу",5.0,Я.Маркет
2026-06-09,Спутник,мужской,"Достоинства: Хорошее средство для мытья посуды. Иногда дети моют посуду нет никаких раздражений на руках. Пользуюсь постоянно, спасибо за качественный товар!!!
Недостатки: нет!
Комментарий: Хороший, густой, без аллерген ный",5.0,Я.Маркет
2025-11-03,Инга,женский,"Достоинства: Большой объем, хорошо смывается, ненавязчивый запах
Недостатки: Отсутствуют или пока не обнаружены
Комментарий: Беру не первый раз, в этом «запахе» впервые. Большая канистра супер-удобна при условии, что вам есть где хранить. Мне нравится. Отливаю в маленькую бутылочку с дозатором. Пользуюсь п/м машиной, поэтому такой канистры хватает на ~2 года. Бренд вообще нравится! Буду ещё пользоваться.",5.0,Я.Маркет
2026-04-22,Ты,мужской,"Достоинства: За свою стоимость, работу выполняет на все 100%. Для повседневной мойки посуды просто отлично. С жиром немного сложнее, отмыть получилось только со второго раза и это достойный результат. Так как не разрекламированный фери. Если будет линейка помощнее, для жира (сковородок), обязательно попробую. Два вида моющего средства для разного типа посуды, можно использовать. Экономия в силах и средствах. Как тут многие пишут, сушит руки. Ну господа, читайте описание. Претензий к производителю почти нет. Но жир в холодной воде не растворяет 😉.",5.0,Я.Маркет
2026-01-04,Наталья,женский,"Достоинства: Прекрасно отмывает, нет такого чувства, что не возможно вымыть от пены.Смывается легко.Очень хорошо пахнет, сильно концетрирован.Достаточно одной капли, чтобы вымыть всю посуду.Я очень довольна, закажу еще.Спасибо производителям!",5.0,Я.Маркет
2025-12-18,Имя,женский,"Достоинства: качество,колличество и цена)))
Комментарий: доставка быстрая,упаковано хорошо))что касается самого продукта,то...беру не первый раз,приятный запах "" лета"")) ,гель густой,хорошо пенится,справляется даже в холодной воде)) ...главное хватает на долго😁",5.0,Я.Маркет
2025-09-22,Алла,женский,"Достоинства: Самый лучший,проверено
Недостатки: их нет и не было за 5 лет
Комментарий: Сначала,5 лет назад дочка подарила.И чудо!!!Отмывает отлично,не оставляет запаха моющего средства,как другие популярные и рекламированные средства.ЧЯ теперь пользуюсь только этим производителем.Рекомендую всем 👍👍👍",5.0,Я.Маркет
2025-09-11,Светлана,женский,"Комментарий: Много лет я мыла посуду ДижДропсом, который покупала в Амвэе. Сейчкс появились определенные сложности с приобретением товара в этой фирме. Долгое время я не находила аналогов ДижДропсу. А случайно напав на Synergetic, не поверила своим глазам!!! Это антибактериальное средство для мытья посуды оказалось достойной заменой ДижДропсу. Кто им пользовался, тот меня поймет. Разбавляю с водой в том же амвэевском флаконе, но даже в меньших пропорциях, чем ДижДропс, и ... РАБОТАЕТ!!! Рекомендую!!!",5.0,Я.Маркет
2025-06-26,Снежана,женский,"Достоинства: очень приятный, экономичный расход, минимум отдушки, хватает надолго, отлично смывается
Комментарий: нет ощущения будто с едой ешь еще и средство. беру как вспомогательное чистящее в компанию к посудомойке, для мытья по-мелочи. ну отлично пенится и смывается легко, такого объема хватит ""до пенсии"" 🫶🏻",5.0,Я.Маркет
2026-01-05,Анастасия,женский,"Достоинства: Отлично смывается. Не имеет резкого химического запаха
Недостатки: Не обнаружила за 4 года использования
Комментарий: Как появился ребенок начала покупать именно его, остальные средства для посуды будто не до конца смываются и остается запах на посуде.",5.0,Я.Маркет
2026-01-27,Имя,женский,"Достоинства: Объем, качество, аромат
Недостатки: Вроде нет, только цена если, с каждым разом всё дорожает
Комментарий: Данным брендом пользуюсь давно, гель посуды, и вся другая линейка отличного качества, аллергии нет со своими задачами справляется отлично",5.0,Я.Маркет
2026-04-25,Сергей,мужской,"Достоинства: Качество геля, хорошо справляется с загрязнением, хорошо пенится, маленький расход , приятный запах апельсина
Недостатки: Не обнаружил
Комментарий: Пришло за 1 день, хорошо упаковано, товар без дефектов и повреждений",5.0,Я.Маркет
2026-05-04,Наталья,женский,"Достоинства: Гель для мытья посуды беру уже не в первый раз. Мне нравится, что он без запаха, гипоаллергенный, хорошего смывается. Можно использовать для детской посуды и игрушек! Очень довольны!!!",5.0,Я.Маркет
